shot_id,x,y,outcome,body_part,set_piece,dist,ang,gol
6730425_16966,44.906,1.559,G,HE,,7.752374926433836,0.15901383870827596,True
6730494_20240,47.271,1.858,G,HE,,5.549288693156988,0.1516385613371003,True
6730564_22567,41.148,7.722,O,R,,13.729427810364129,0.17603624461214556,False
6731074_30359,28.852,12.326,O,R,,26.667549193729823,0.24148767969896948,False
6729928_36536,40.01,2.912,B,R,,12.824969551620779,0.17882918254295965,False
6729945_36764,44.117,5.806,S,HE,,10.197270468120381,0.1642345155028343,False
6730549_47436,35.333,-9.378,S,L,,19.561512543768185,0.1677575656354278,False
6730752_51778,37.238,-7.732,O,HE,,17.1088418076736,0.1673855786829075,False
6730516_70647,47.196,-9.283,O,HE,,10.691422028897748,0.13715105430317165,False
6730988_76712,26.26,-13.273,O,L,,29.40595397194248,0.17092093211843495,False
6731232_80348,42.155,10.432,G,R,,14.691686390608805,0.17101671667001822,True
6731479_89122,25.855,0.344,C,R,,26.647220511715663,0.2580226822926197,False
6730198_94066,40.643,10.003,B,R,,15.51284815886496,0.17743745147930448,False
6731382_107863,40.995,-5.863,O,L,,12.912776386199836,0.16043320759126664,False
6731384_107939,40.397,-0.285,O,R,,12.106355107958795,0.17324518069357325,False
6730222_127491,40.887,-2.041,B,HE,,11.790990204389113,0.1685001276838277,False
6730622_137296,10.822,6.369,O,R,,42.16182924162565,0.5911459450135398,False
6730970_144818,40.175,2.567,S,L,,12.589484262669384,0.17779055462288948,False
6731058_166247,31.614,6.912,O,L,,22.00001681817539,0.2274967605497955,False
6731281_172173,41.928,3.902,B,HE,,11.269107684284505,0.1717242787579243,False
6731298_172653,24.708,-6.634,O,L,,28.57280560253053,0.22095115725047615,False
6731528_182460,41.264,6.733,O,HE,,13.098892510437665,0.17553311309288033,False
6737984_9111,9.052,2.958,S,R,,43.54857595834794,0.5807692845759233,False
6738275_13000,28.013,11.419,S,R,,27.018636716163158,0.2504578551177555,False
6738709_18267,35.05,-0.25,C,R,,17.45179073906171,0.19695021485958414,False
6737843_33832,7.254,18.095,O,R,,48.73017074667398,0.30490264137754064,False
6738043_38847,45.924,-6.237,O,HE,,9.063329686158394,0.14557947723222067,False
6738323_44867,27.117,-4.03,G,L,,25.7009258393545,0.22578368687276243,True
6738752_52962,41.604,-13.953,B,R,,17.703361968846483,0.1385841028387359,False
6737926_61379,33.14,16.406,O,R,,25.376493768840483,0.20261932577935812,False
6738550_68200,7.103,8.72,G,L,,46.226897029759634,0.7813883892971443,True
6738356_107107,13.308,-3.674,S,R,,39.363830352240875,0.3159732934331882,False
6739261_124232,44.291,13.858,F,L,,16.10688812278772,0.16035734681919672,False
6739893_126941,32.989,-1.829,B,R,,19.59653954145987,0.20320059606562585,False
6738774_140228,47.522,6.219,O,HE,,7.965955372709542,0.15275202741560748,False
6739097_145446,36.936,11.866,O,R,,19.571409044828634,0.19279845307463728,False
6739164_147906,33.196,7.183,S,R,,20.597084866553327,0.217031691693816,False
6738270_162107,41.394,1.168,G,R,,11.16724943752937,0.17131962546071136,True
6738451_164933,38.88,10.46,G,R,,17.17311852867731,0.18491472565883482,True
6738632_169270,27.088,3.239,B,R,,25.617588977107115,0.25832884420857904,False
6739411_186478,30.746,9.168,B,R,,23.6069638030815,0.23291733400952025,False
6739438_187903,42.552,10.92,S,L,,14.771902517956175,0.1691698076730131,False
6739670_193051,35.657,-5.384,S,L,,17.682593277005502,0.18018974752113745,False
6738387_201292,33.003,16.044,O,R,,25.24961276930797,0.20441634469807518,False
6739757_215349,39.951,3.131,B,R,,12.933698697588405,0.17928596074392367,False
6739957_221901,29.658,-10.033,O,L,,24.948307617952764,0.1818364141774632,False
6740010_223550,47.029,1.183,B,R,,5.597439593242607,0.1518641921425398,False
6740011_223618,30.469,-8.702,B,R,,23.687333429493492,0.18602731089161234,False
6740079_225739,4.325,12.869,B,L,,49.86423353466891,0.5690394386370947,False
6738143_234076,37.977,-15.572,S,L,,21.29330206896056,0.14044750293518912,False
6738294_235913,39.621,-9.922,S,R,,16.257758916898723,0.15410245977754963,False
6738309_235943,49.406,-3.708,G,R,,4.829296014948763,0.14020269604943575,True
6739355_249759,35.284,-3.929,B,R,,17.658643690838776,0.1861384876994105,False
6739370_252342,38.123,0.143,G,R,,14.377711153031282,0.1833551236475861,True
6739696_261320,37.956,-0.732,S,L,,14.562409141347453,0.18249614316550922,False
6739715_262508,12.004,-8.321,S,R,,41.34204950168775,0.22230213059981577,False
6739744_262971,35.038,-17.049,O,HE,,24.404709484031972,0.13988564856050403,False
6497577_5578,34.679,14.552,B,L,,23.007580163937273,0.19958847676715383,False
6497997_11287,40.526,-1.013,B,L,,12.016773485424444,0.1715935228102953,False
6498511_20063,32.285,-4.956,O,L,,20.81365323531648,0.1955588250476825,False
6498707_27438,34.571,-5.178,B,R,,18.661744961283766,0.1851197809892551,False
6497505_33534,34.304,-0.328,O,HE,,18.198956014013547,0.20054925406150434,False
6497602_38143,26.74,-13.731,B,L,,29.191059607352386,0.1674228683226704,False
6497888_48551,37.196,14.188,B,R,,20.868918515342383,0.18805839641403943,False
6498013_52129,37.561,0.255,O,HE,,14.941176191987028,0.18604703129941433,False
6498117_55182,34.884,-7.887,B,R,,19.300990259569584,0.17453534582901087,False
6498135_55646,34.843,-18.55,O,L,,25.610000956657537,0.1346092269862218,False
6497563_63299,23.346,-13.788,S,R,,32.2500334883547,0.1708356793989308,False
6498161_74880,24.461,-0.924,O,L,,28.054220662852142,0.26252583230371856,False
6498064_104856,36.241,-9.184,O,HE,,18.67353573911486,0.16575323775113865,False
6498163_107203,31.315,-16.359,B,R,,26.766043898940314,0.14763791442894778,False
6498390_114240,44.582,-9.93,O,R,,12.70037889198586,0.14185199047275665,False
6498460_116520,24.885,-1.373,B,L,,27.649111269623116,0.25639181181800474,False
6497944_126442,32.674,-5.05,S,R,,20.459051199896834,0.19349492391230527,False
6497991_127527,13.958,-6.132,O,HE,,39.02674964687682,0.26547548388365527,False
6498489_140635,15.384,0.812,S,R,,37.12488114459089,0.3835991705562135,False
6498629_145006,38.453,7.665,O,L,,16.002200911124692,0.1880967752455987,False
6498283_156535,17.355,9.698,O,HE,,36.458500092571,0.39252324566661917,False
6498461_160911,33.977,6.184,G,HE,,19.52801538815453,0.21196664101318646,True
6498551_164534,25.724,-6.306,S,L,,27.508540710114012,0.21865807712339014,False
6498748_173792,11.448,11.476,O,L,,42.625875709479566,0.5142530797782153,False
6498784_177225,39.294,-2.087,O,HE,,13.36989173478978,0.17440014797316541,False
6498835_186847,17.003,-0.476,S,L,,35.50019133751253,0.3417685242452059,False
6498837_186913,15.276,4.607,G,L,,37.50800747840386,0.4348720616218895,True
6496460_18453,29.224,2.85,O,L,,23.449833176378885,0.24003414904355272,False
6497300_57799,42.062,-15.139,O,R,,18.388615091952957,0.13460136858529148,False
6495966_62542,46.456,-0.954,O,HE,,6.118827665492792,0.15155282963552527,False
6496219_66824,44.861,2.661,G,HE,,8.089205276168979,0.16004882265798206,True
6496889_82311,38.63,1.761,G,L,,13.98134546458244,0.18355596128504037,True
6496068_86845,45.142,-2.426,G,R,,7.74762157052085,0.1537111969977347,True
6496840_104414,39.889,-7.988,O,R,,14.928009411840547,0.15860864842148906,False
6496349_123356,28.732,11.851,B,R,,26.55869019737231,0.24364753044010168,False
6497058_139075,37.124,-12.229,B,L,,19.646114552246708,0.15316197266104184,False
6495940_141487,17.318,1.949,O,R,,35.23594365133422,0.3680249513531144,False
6496047_143581,36.646,-4.981,G,L,,16.618052743928814,0.17762929368768535,True
6496439_149198,41.763,-2.584,G,R,,11.04356034075968,0.16444383258516482,True
6496705_157282,37.726,7.935,B,R,,16.770071586012982,0.191599579661699,False
6496720_157334,32.939,4.614,O,L,,20.0978037854886,0.21725528490772872,False
6496834_160529,43.858,-9.271,G,L,,12.674210231805375,0.144983654547461,True
6495926_170372,14.878,-13.162,O,R,,39.85791173656743,0.16832878847609142,False
6496641_182505,43.004,-10.431,B,L,,14.106019176224029,0.14442409161835915,False
6497121_193175,45.545,0.467,G,R,,6.970660944272069,0.15588687282414007,True
6497389_208769,32.19,8.93,S,R,,22.186504907262886,0.22305784235500525,False
6497408_217436,38.54,2.543,G,R,,14.189730406177562,0.18492158618798044,True
6476237_8029,45.997,-9.742,C,R,,11.713051395772155,0.13899040676022387,False
6476239_8061,49.087,0.013,G,HE,,3.413024758187373,0.14486821992176396,True
6477176_28984,43.341,8.206,L,L,,12.29738659228049,0.16724565012875034,False
6475898_31698,41.491,-0.109,G,R,,11.009539590736754,0.16930700137828028,True
6476067_37625,49.377,-0.017,O,HE,,3.1230462692697953,0.14404015969017064,False
6476914_53824,31.148,-4.605,O,R,,21.842937737401535,0.202164637825498,False
6475933_58532,43.387,1.367,G,HE,,9.214958382977104,0.1641073980426909,True
6476001_61991,35.998,-1.117,O,L,,16.539760971670663,0.19042085059856656,False
6477067_92909,28.103,7.534,O,HE,,25.533796525389636,0.2547944909013318,False
6476643_107651,26.097,-20.279,O,R,,33.291984771112695,0.13164042028983733,False
6476972_113641,25.415,15.676,S,R,,31.294315793766767,0.25429491527596665,False
6475941_125532,40.482,7.776,O,HE,,14.314276090672557,0.17886594687434557,False
6476961_149294,9.585,-0.185,O,R,,42.915398751497115,0.4421730601571039,False
6476198_156467,42.997,8.724,O,R,,12.900200967426825,0.16845149030761097,False
6476821_168832,23.809,0.979,O,R,,28.70769795716821,0.27956531906206633,False
6477232_184969,45.604,4.598,O,HE,,8.288330350559152,0.15859911948838157,False
6499566_19469,49.444,6.185,O,HE,,6.898794169998115,0.14690236864018885,False
6499858_27972,33.148,-3.631,O,R,,19.689694385642454,0.1965279277192954,False
6500265_54463,26.209,-14.288,O,R,,29.922627307774963,0.16476664524782686,False
6499066_66540,40.601,2.435,G,R,,12.145592863257027,0.1758820970025885,True
6499573_83220,47.566,1.49,O,HE,,5.154071788401863,0.15046786912558557,False
6498904_119515,28.357,-1.418,C,L,,24.184606116288105,0.23152468221791828,False
6499242_126423,43.186,1.748,S,HE,,9.476608042965584,0.16520438278867966,False
6499255_127627,47.97,0.654,O,HE,,4.576965807169637,0.14860095568688694,False
6499960_146018,40.065,-6.527,O,HE,,14.043893833264336,0.16178173356110237,False
6499135_149181,42.787,3.075,O,HE,,10.188130054136531,0.16781906267055974,False
6499444_158170,41.557,-0.42,G,L,,10.951056980949371,0.16862165090202075,True
6499917_170829,44.166,-14.417,S,R,,16.652490654553752,0.1326369890136779,False
6500013_175539,41.099,-5.605,B,R,,12.704283765722494,0.1606797798399967,False
6501099_5885,38.967,-19.998,S,L,,24.14667871571575,0.12529002967452568,False
6501653_15846,42.347,14.258,B,R,,17.50354172731907,0.1667753115940642,False
6501671_19689,34.094,-5.258,G,L,,19.14229348850341,0.18677714396461437,True
6501297_35044,37.266,14.456,O,L,,21.001206917698802,0.18725805486926922,False
6501541_39023,39.524,9.465,O,R,,16.06122040817571,0.18260303964206634,False
6501696_42190,5.187,-15.074,G,L,,49.65627296726971,0.07173346816312265,True
6502270_51480,39.235,-2.768,G,R,,13.550721346112907,0.17324473848563163,True
6501587_64564,41.879,6.498,G,L,,12.451090112917827,0.17297587657288313,True
6502339_78386,46.816,6.156,B,HE,,8.378794185322848,0.15500670236015773,False
6501509_78452,38.188,3.294,O,R,,14.686176493560192,0.18735286965407918,False
6501449_101599,41.945,11.218,G,L,,15.402972083335086,0.17132386559742768,True
6502110_110472,39.148,-13.071,B,L,,18.68493898839383,0.14603235781453747,False
6502181_110717,37.028,14.539,G,R,,21.231234184568734,0.188195583721058,True
6501094_128792,44.483,0.308,C,R,,8.022914246082905,0.15920847777898212,False
6501100_128803,48.739,2.38,S,L,,4.450788806492622,0.1475796988400952,False
6501619_139229,45.962,-1.814,O,HE,,6.784986366972299,0.15202897074799038,False
6501824_145192,15.877,-2.856,S,R,,36.73419204229215,0.3158583680487229,False
6502013_148290,9.333,-17.151,B,L,,46.44939924261669,0.09927037545122576,False
6500899_151324,42.58,-2.541,O,HE,,10.240267623455944,0.1617357499287678,False
6501095_159700,36.574,-16.401,O,L,,22.861108393951504,0.13995959829492002,False
6501366_166080,39.74,-12.394,S,HE,,17.78844670003539,0.14675745481950211,False
6501827_178755,43.213,1.506,O,HE,,9.408315736623637,0.16487136635282137,False
6501895_179253,44.384,-8.357,L,R,,11.649416508993058,0.14559321374455528,False
6502366_195802,37.941,-6.09,S,HE,,15.781399842852975,0.16985366730991286,False
6502964_6670,27.519,-10.173,B,R,,26.972954788083563,0.18722816672928239,False
6503419_10512,46.722,-14.091,B,L,,15.229627868073466,0.12876348134528198,False
6504492_22379,28.118,-3.006,B,R,,24.566602532706877,0.22549318893049736,False
6504496_24212,48.936,9.796,O,HE,,10.4241887933786,0.14810860450461882,False
6503370_39278,41.386,3.411,C,HE,,11.62565770182487,0.17354396384206577,False
6504606_42726,48.041,6.674,B,R,,8.026515869292233,0.15117991915013768,False
6503552_42830,34.218,8.913,S,L,,20.338955061654467,0.21030360429689518,False
6503595_43622,30.317,-11.176,G,R,,24.8392525048561,0.17417370253884423,True
6502959_62283,31.168,19.68,S,R,,29.023380643887783,0.2002224214009237,False
6503464_71710,42.089,-5.354,B,R,,11.707016571270412,0.1581269555569194,False
6503436_71760,41.036,-15.859,O,R,,19.56862736627176,0.13441815412781752,False
6503780_78528,45.456,-4.685,S,R,,8.459737643686118,0.14941321306731023,False
6503813_79950,33.924,-0.932,O,L,,18.59936558057828,0.2009719525282796,False
6502925_94934,42.755,-2.703,O,RB,,10.112924107299527,0.16088647158019886,False
6503532_104283,27.424,-7.683,B,R,,26.226594613102176,0.2026156512318313,False
6503667_106177,33.684,-0.058,B,R,,18.816089391794463,0.2044673202359795,False
6503677_106228,32.224,-2.488,B,R,,20.428076757247613,0.20497993223149055,False
6503903_111009,44.244,2.838,B,R,,8.730164946895334,0.16232468563687696,False
6503911_111037,40.55,0.923,G,L,,11.985592559402313,0.17434618144455535,True
6504074_114325,48.701,6.638,S,HE,,7.648231494927439,0.14915932724022332,False
6503638_135720,17.341,-4.13,S,L,,35.40073701210188,0.2859072670200434,False
6503660_137172,46.339,-0.234,O,HE,,6.165442157704508,0.1526795844441429,False
6502899_148320,36.377,0.766,O,R,,16.141185984926878,0.19248641727870186,False
6504397_177515,29.727,8.738,B,R,,24.39184644507258,0.24091034155464544,False
6504422_179190,43.27,9.043,B,L,,12.921638789255793,0.16732330271985185,False
6504453_185814,40.624,18.96,S,HE,,22.372326119561194,0.16500402861123947,False
6505079_9786,45.231,-1.297,O,LK,,7.383804574878725,0.15491658468705624,False
6505234_13829,43.673,3.246,C,HE,,9.404916001751422,0.16465890933168992,False
6505590_22760,47.359,2.57,O,HE,,5.747589146764057,0.15184677069290375,False
6505982_47832,44.362,-2.326,O,HE,,8.463883269516419,0.15627222671008772,False
6505996_80647,44.235,3.914,B,L,,9.14492323641921,0.1630442428234039,False
6506026_81309,36.109,-12.216,S,R,,20.442493414454116,0.15555043967468266,False
6506042_82356,45.804,-4.199,O,L,,7.903671109047996,0.14918859620261277,False
6506085_84411,27.062,-15.931,B,L,,30.01480642949409,0.15437837864062062,False
6505313_102774,28.543,14.433,S,R,,27.968720707247233,0.23692500363073557,False
6505688_112899,41.837,0.619,S,R,,10.680951736619726,0.1689620106760725,False
6505698_112953,45.242,-10.948,O,R,,13.13534422845477,0.1382278734301811,False
6505713_112993,46.953,-7.488,B,R,,9.318763490935908,0.14085785213788232,False
6505886_116200,41.96,6.863,B,R,,12.577454790218885,0.17269368375318833,False
6505122_123701,27.717,13.461,S,HE,,28.20275890759626,0.24661576103449326,False
6505454_128228,36.498,-10.084,O,R,,18.91430834051301,0.16197210048905408,False
6505798_139303,35.238,6.888,O,HE,,18.585510162489488,0.20478743739569638,False
6505479_153151,29.188,10.554,O,R,,25.589768658586973,0.24285665360310177,False
6505592_155990,46.631,-1.395,O,HE,,6.032510754238238,0.15053172074715154,False
6506201_178504,14.77,-15.624,S,L,,40.83702090015873,0.14419674185746076,False
6506234_181293,25.867,-6.722,O,R,,27.468199303922347,0.2151900336051837,False
6506239_182141,35.088,-24.882,S,L,,30.36925530861763,0.11275981789723259,False
6506723_5745,29.988,-6.93,B,L,,23.554512179198277,0.1965612107232388,False
6507100_7324,19.048,1.403,O,R,,33.48140846798414,0.3370965084673042,False
6507795_18098,40.372,7.682,G,L,,14.356235857633434,0.1793510847268783,True
6507872_25346,43.709,3.081,C,L,,9.315269292940487,0.16441309617738847,False
6507092_40878,26.383,-1.658,O,R,,26.16957494878356,0.24371405903762602,False
6507527_48916,45.606,-11.328,B,R,,13.260875536705711,0.1366566403459311,False
6507568_49784,39.15,-2.451,G,HE,,13.573131584126045,0.17422513356473515,True
6507693_55085,45.833,0.466,O,HE,,6.683266042886519,0.15496429817528534,False
6506643_59259,43.429,0.555,G,R,,9.087962697986825,0.16309631079849943,True
6506951_67818,39.326,-5.919,C,R,,14.442604924320266,0.16565651012443128,False
6506962_67850,38.911,2.046,O,R,,13.742162748272193,0.18266870891455592,False
6507195_73953,39.805,1.153,O,R,,12.74725201759187,0.1776917335797633,False
6507399_78321,30.224,-2.024,O,L,,22.367761443649204,0.21756373433639398,False
6507559_83232,45.566,0.405,O,R,,6.945817518478294,0.1557577025195235,False
6507643_85734,36.011,7.676,O,HE,,18.18813066260521,0.2005199027306195,False
6506762_105087,31.422,-0.732,B,R,,21.090706673793555,0.21521744246502802,False
6506815_105584,45.31,-4.647,O,L,,8.560999299147266,0.14988659284137684,False
6506567_124875,42.573,7.88,B,R,,12.674372923344176,0.17024613185396228,False
6506668_128112,42.716,7.976,B,L,,12.623122909961701,0.16967664154113365,False
6506708_129055,36.396,-1.817,O,HE,,16.206181073898932,0.1869870070173036,False
6506854_131457,41.803,14.135,B,R,,17.726365504524612,0.16894759451072858,False
6507134_136222,36.225,13.229,L,L,,20.973365633583942,0.19434859008516414,False
6507201_137200,47.491,-2.348,G,HE,,5.532014551680066,0.14693424191227597,True
6507524_144009,46.572,-2.858,G,HE,,6.580983817029181,0.14890096883955378,True
6508034_176734,45.807,-1.285,S,HE,,6.815238367071247,0.15314532077803591,False
6508066_179232,44.396,7.785,S,HE,,11.237483748597814,0.16339191611728354,False
6518007_15853,32.787,7.66,B,R,,21.14894723148176,0.21963405891627266,False
6518443_26306,35.986,-3.311,B,L,,16.842651721151277,0.1849469472179885,False
6517460_32458,18.541,4.621,O,L,,34.271961163610115,0.36890878842926983,False
6517818_35872,31.367,-6.424,B,L,,22.08781258975184,0.1933332416039333,False
6517937_39458,29.757,-0.222,B,L,,22.744083472411013,0.22715483270061868,False
6518838_47174,38.184,-7.967,B,L,,16.383557153438936,0.16374222858428755,False
6518822_84523,31.271,-11.237,S,R,,24.019588048091084,0.1714194309832969,False
6518902_87426,39.926,5.076,B,R,,13.559913421552512,0.18076682196126376,False
6518905_87469,25.699,2.935,O,L,,26.961228199026838,0.27001825294380527,False
6517890_102416,28.568,0.619,B,L,,23.94000386382592,0.23825517337927107,False
6517897_102495,48.881,9.411,F,HE,,10.08286080435508,0.14837930433651855,False
6518017_105058,46.096,0.76,L,L,,6.448939137563638,0.15440783732733435,False
6517563_126973,23.897,7.212,S,R,,29.498212708569312,0.29723417057028373,False
6517647_155656,30.286,-1.872,O,HE,,22.292738279538472,0.21779912466533247,False
6519968_16712,46.996,2.656,G,L,,6.111329806187846,0.15303290032634595,True
6520521_27485,33.577,7.122,B,R,,20.21887269359991,0.21464068513019705,False
6519272_32302,44.571,-5.84,O,HE,,9.847570309472282,0.149929371016681,False
6519521_39211,37.089,5.175,S,R,,16.256676966711247,0.19422545501191474,False
6519534_39275,41.532,10.682,O,L,,15.31019751668802,0.1733448487781099,False
6520021_42661,46.671,7.781,C,HE,,9.722201499660455,0.15556021201531167,False
6519923_50123,33.737,10.563,B,R,,21.532002647222573,0.2117627327413781,False
6520081_53021,28.864,-1.186,S,R,,23.665736667173494,0.2292374031455084,False
6520161_55078,38.69,3.968,B,R,,14.368755130490605,0.18562484230849086,False
6519332_62160,41.366,1.114,G,R,,11.18959123471452,0.1713643006016188,True
6519760_71042,28.198,-5.719,C,L,,24.96585998919324,0.21069017396405182,False
6520270_76609,27.834,1.959,B,R,,24.743670645237742,0.2483457893136721,False
6520330_77423,36.029,-0.272,O,R,,16.47324573361303,0.19213233610159264,False
6520638_83538,36.388,11.988,O,R,,20.082546850437076,0.1953834866515527,False
6520805_90860,43.349,-0.849,S,L,,9.190299342241255,0.16164815429316523,False
6520810_90928,47.396,10.012,C,L,,11.237925075386471,0.15274762442827605,False
6520813_90943,50.128,-1.875,G,R,,3.0235755323788425,0.1403440619226497,True
6520848_94322,43.831,5.247,O,HE,,10.133240843876155,0.16511529485784707,False
6519622_100068,41.318,-16.033,O,R,,19.547230315315776,0.13347139776004843,False
6520154_105648,36.75,-6.407,B,R,,17.00329818005907,0.1730478314799943,False
6520260_107596,35.456,12.078,O,R,,20.889615123309472,0.20008736814232514,False
6520725_118996,46.235,-8.525,O,HE,,10.579501406020986,0.14074475184955668,False
6520849_122817,36.923,-0.191,O,R,,15.578170945268253,0.18812153407806612,False
6519337_124738,40.029,13.127,O,L,,18.10646210611007,0.17721935370985886,False
6519909_134088,40.515,11.89,B,L,,16.882308047183596,0.1765465316131611,False
6519961_135063,45.649,-9.467,C,HE,,11.685901334514169,0.14032368956650543,False
6520059_138320,45.398,-9.126,B,R,,11.563835004011427,0.1415814375561514,False
6520272_141773,1.279,-1.682,S,R,,51.248609395768,0.1127658671920236,False
6520289_141933,37.027,-15.987,S,L,,22.24854822229981,0.14065705338774295,False
6520308_142261,46.05,-4.155,S,HE,,7.672452345893068,0.1485617796141094,False
6520312_142320,50.508,-8.617,S,R,,8.844249713797096,0.131049408603236,False
6520465_146959,43.066,4.324,S,R,,10.37773250763383,0.16756686087684572,False
6520475_147001,45.384,-7.622,O,R,,10.42748004073851,0.14450265912563712,False
6520650_150758,45.542,-1.617,G,L,,7.143420259231566,0.1535523995506839,True
6519882_159756,34.092,-0.261,O,HE,,18.409850216663905,0.20181111774275443,False
6520185_165029,48.795,-9.953,G,R,,10.62022758701526,0.13252889127643921,True
6520699_176827,37.696,-28.212,O,HE,,31.86024733111782,0.10246587224733919,False
6520902_185049,21.094,2.505,O,R,,31.50574330181721,0.31859639344842655,False
6520913_186619,26.602,10.402,O,R,,27.90892344752839,0.26513056394682977,False
6520942_191237,43.221,-7.206,B,R,,11.748458494628139,0.15101491881901946,False
6522438_9305,36.174,18.986,O,R,,25.040097284156065,0.1812799119854636,False
6521481_16015,36.842,-1.229,O,L,,15.706158187157039,0.18634728291207497,False
6521724_20894,45.441,0.357,G,R,,7.068021646825932,0.1561117591170266,True
6521607_38277,40.807,5.836,G,L,,13.068479062232145,0.1772637455245933,True
6520970_55566,42.144,-0.238,G,R,,10.358734478689955,0.16671610471115103,True
6522154_77477,26.457,9.605,B,L,,27.757771416307904,0.26801928013871373,False
6522619_89937,43.565,8.268,O,L,,12.173497812872029,0.1663924600884097,False
6521357_98029,33.603,-3.486,O,L,,19.21584775647434,0.19491527428609065,False
6521934_108947,31.414,-24.328,G,L,,32.1942693658359,0.11513250906839498,True
6521396_122477,28.099,14.876,O,R,,28.578036619054153,0.23832330374563263,False
6521627_125150,43.669,-14.156,O,R,,16.684690497578913,0.13416801821911367,False
6522375_136570,45.363,10.971,S,HE,,13.088147691709473,0.158973541751713,False
6522701_145427,37.934,-2.629,G,R,,14.801351188320615,0.1786232484919923,True
6521618_157571,44.572,-11.311,S,R,,13.812744296482142,0.1389018683239382,False
6522228_167038,42.446,13.387,B,L,,16.74200361366584,0.16741969936364842,False
6522476_172770,50.957,1.032,G,R,,1.856306278608139,0.1405628370524306,True
6522628_177740,38.198,3.587,G,L,,14.744957544869365,0.18758836333540313,True
6522728_183639,38.656,5.131,O,R,,14.76426418755774,0.1865622678922379,False
6522886_5012,26.893,8.258,S,R,,26.905631622394594,0.26544376656427127,False
6522979_6521,42.997,-10.128,B,R,,13.888246577592149,0.14514599966884761,False
6523318_14818,44.299,-3.57,B,R,,8.944344637814444,0.1545808433849776,False
6523350_16363,40.825,3.652,S,R,,12.232854491082609,0.17602522139592638,False
6523406_21467,41.705,-0.75,S,L,,10.821022363898894,0.16759674905904634,False
6523419_21525,44.167,5.026,O,R,,9.731370150189539,0.16380765579109374,False
6523572_25503,39.096,-15.385,O,L,,20.405034697348594,0.13910588652341885,False
6523648_26612,41.47,-7.068,B,L,,13.100287172424887,0.15626395242641136,False
6523668_26764,42.728,-8.235,S,R,,12.779170904248833,0.15013037732962395,False
6522838_31353,39.486,-13.512,O,L,,18.760019722804135,0.1440139345489876,False
6523441_44053,44.167,-9.262,B,R,,12.45887366498272,0.14425070749778868,False
6523814_50506,32.702,-4.69,O,R,,20.345930895390364,0.1947372677197543,False
6524062_56130,42.256,-15.923,S,R,,18.93360676152328,0.13221625202814113,False
6522820_58739,38.163,2.766,B,R,,14.601380927843781,0.1869084791699392,False
6522949_60973,45.066,4.518,O,HE,,8.699234449076537,0.16041270494994822,False
6522985_61975,44.328,-10.406,O,R,,13.231266757192977,0.14141692346388893,False
6523913_81778,34.461,4.469,G,L,,18.584334316837936,0.2079210988292053,True
6524070_87788,45.482,-3.077,O,L,,7.66291413236505,0.15177398176034856,False
6524149_91330,34.431,0.901,B,R,,18.09144996952981,0.20263819682664005,False
6523217_101012,43.58,3.323,O,HE,,9.518861749179889,0.16505055774554678,False
6523444_104293,31.743,-11.674,O,R,,23.814603187960117,0.16820011798066384,False
6522974_126871,33.228,5.417,O,R,,20.018837953287896,0.21614578070379592,False
6523213_133657,35.535,-13.431,O,R,,21.637998659765188,0.15241990037607592,False
6523254_134835,38.315,-3.079,B,R,,14.515318322379295,0.17609724900296253,False
6523277_135853,47.714,-4.325,O,HE,,6.450691513318554,0.14379051034798668,False
6523250_153057,36.764,2.357,B,L,,15.911541251556994,0.1931075178582668,False
6523639_157874,41.894,-4.023,S,HE,,11.34335774803916,0.1613770256017462,False
6524073_167036,34.014,0.981,O,HE,,18.51201115492317,0.2050585860024276,False
6524121_168034,30.528,0.038,O,R,,21.97203285997907,0.22309469871498738,False
6524145_168991,44.546,3.161,O,HE,,8.559090897986772,0.16148597432392273,False
6524241_176855,27.346,-7.686,B,R,,26.302059082893113,0.2028998170883426,False
6524246_178305,36.757,-12.081,S,R,,19.8442084750186,0.15451250715483197,False
6526563_20264,9.974,-3.976,S,L,,42.711465111840866,0.31107645391811173,False
6526571_20333,42.322,7.745,O,R,,12.789711060066992,0.17124836722840572,False
6526674_23335,24.942,11.987,O,L,,30.052146895022325,0.27630053502716506,False
6526748_27903,40.81,7.225,S,L,,13.742515235574599,0.17747957151827184,False
6526417_49209,33.056,-19.092,O,R,,27.250203668963653,0.13434253351008651,False
6526623_55359,43.366,-12.466,S,R,,15.454161640153762,0.13881350040818413,False
6526204_74360,45.802,0.579,O,HE,,6.722978878443692,0.15517235980846228,False
6526272_76401,38.76,-12.294,B,R,,18.437191651658885,0.14923520508306778,False
6526598_84256,45.928,5.098,O,HE,,8.31749890291547,0.15768760147625452,False
6526609_85414,47.3,1.152,O,HE,,5.326077731314108,0.15101082735130814,False
6525598_94596,45.295,1.429,G,R,,7.345343150595483,0.15760115625314175,True
6526857_98329,24.27,2.892,S,HE,,28.377747690752344,0.28400059592023286,False
6526356_110731,51.831,-8.09,F,R,,8.11761424311355,0.12903729528803265,False
6525764_126769,41.064,-13.496,S,HE,,17.689661161254616,0.14087716409255208,False
6525788_127473,42.263,-2.199,S,R,,10.470519089328858,0.1633698055316674,False
6526752_167399,0.665,-5.922,S,L,,52.172189037838926,0.027683481466067375,False
6526894_179694,42.047,-6.226,B,L,,12.16668751139767,0.15643250644495524,False
